epoch,train_loss,val_base_mae,val_base_mse,val_counterfactual_lambda0_mse,val_counterfactual_lambda1_mse,val_final_mae,val_final_mse,val_gate_gt_0.10,val_gate_gt_0.50,val_gate_gt_0.98,val_gate_lt_0.02,val_gate_max,val_gate_mean,val_gate_median,val_gate_min,val_gate_p10,val_gate_p25,val_gate_p75,val_gate_p90,val_gate_std,val_projected_retrieval_branch_mae,val_projected_retrieval_branch_mse,val_raw_retrieval_aggregate_mae,val_raw_retrieval_aggregate_mse
1,0.38358776580612614,0.6593050909030128,0.9305351780430521,0.9305351780430521,0.7154286003014955,0.5515510117181134,0.6804106054626449,1.0,0.5674788355827332,0.0,0.0,0.7064807415008545,0.5157573223114014,0.5051228404045105,0.26911646127700806,0.47585558891296387,0.4888402819633484,0.5402390956878662,0.576024055480957,0.04174257069826126,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
2,0.3480889855128414,0.6426542698730615,0.8886220704533865,0.8886220704533865,0.7154286003014955,0.5424151243099119,0.665227030020061,1.0,0.11013080179691315,0.0,0.0,0.6611745357513428,0.46562984585762024,0.46733617782592773,0.11644359678030014,0.4300650358200073,0.4518655836582184,0.48124706745147705,0.5027468204498291,0.03727150708436966,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
3,0.34386017423755716,0.6344929375444261,0.8676178861012915,0.8676178861012915,0.7154286003014955,0.5426492217667971,0.6675669555227054,0.9999486804008484,0.03995896503329277,0.0,0.0,0.6459252238273621,0.45487645268440247,0.45729801058769226,0.09432116895914078,0.42715635895729065,0.444704532623291,0.4688889980316162,0.4853619933128357,0.03317778930068016,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
4,0.3418166175765811,0.6332835718027555,0.8662483543088785,0.8662483543088785,0.7154286003014955,0.5411433957362365,0.6659972555547471,0.9997948408126831,0.09751218557357788,0.0,0.0,0.6524242162704468,0.4487728774547577,0.44582483172416687,0.07880312204360962,0.40849488973617554,0.4302235245704651,0.4626985192298889,0.49856099486351013,0.04767530784010887,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
5,0.3398707426381561,0.6431218296235939,0.8925534512106553,0.8925534512106553,0.7154286003014955,0.5383401101885203,0.6557697892138069,0.9998461008071899,0.049653757363557816,0.0,0.0,0.6470291018486023,0.4326789379119873,0.4340799152851105,0.08408811688423157,0.3920721411705017,0.41749927401542664,0.44906705617904663,0.47600099444389343,0.04114046320319176,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
6,0.3389733493890402,0.6161031380916158,0.8207397351522185,0.8207397351522185,0.7154286003014955,0.5450219052198902,0.6754055506756869,0.9992305636405945,0.05786098912358284,0.0,0.0,0.6862420439720154,0.43727317452430725,0.4360494315624237,0.06463682651519775,0.3980238735675812,0.41952699422836304,0.4582570195198059,0.4856184124946594,0.04399961978197098,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
7,0.3386980348038224,0.6277727755357172,0.8519190899233456,0.8519190899233456,0.7154286003014955,0.5425900338215227,0.6647697111679121,0.9986663460731506,0.008874069899320602,0.0,0.0,0.6957359313964844,0.41442403197288513,0.4193066954612732,0.05482455715537071,0.37013453245162964,0.3976028561592102,0.43682098388671875,0.457277774810791,0.04277646914124489,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
8,0.3387235888894999,0.6342063573442831,0.869541605808923,0.869541605808923,0.7154286003014955,0.5401295408281677,0.6605543687586766,0.9983585476875305,0.014003590680658817,0.0,0.0,0.6818749904632568,0.41183650493621826,0.4142175614833832,0.05025041848421097,0.36765649914741516,0.39536526799201965,0.4325520992279053,0.4581199288368225,0.0436423122882843,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
9,0.3376989081220807,0.6181181917519124,0.8277739200264285,0.8277739200264285,0.7154286003014955,0.5375399679630916,0.6569570218680036,0.997589111328125,0.00733521394431591,0.0,0.0,0.69953852891922,0.4115704596042633,0.4134438633918762,0.03774839639663696,0.3719117343425751,0.39591658115386963,0.4336533546447754,0.45517370104789734,0.04294547438621521,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
10,0.33755225156838037,0.6193613664343834,0.8315774602564704,0.8315774602564704,0.7154286003014955,0.540380717281848,0.6653548165408019,0.9987689256668091,0.04519107565283775,0.0,0.0,0.7042985558509827,0.4187626242637634,0.4156401455402374,0.05740732327103615,0.3726823627948761,0.3975105881690979,0.44241833686828613,0.47394806146621704,0.04825085029006004,0.5705925692714584,0.7154286003014955,0.5705925708368639,0.7154285953362253
