epoch,train_loss,val_base_mae,val_base_mse,val_counterfactual_lambda0_mse,val_counterfactual_lambda1_mse,val_final_mae,val_final_mse,val_gate_gt_0.10,val_gate_gt_0.50,val_gate_gt_0.98,val_gate_lt_0.02,val_gate_max,val_gate_mean,val_gate_median,val_gate_min,val_gate_p10,val_gate_p25,val_gate_p75,val_gate_p90,val_gate_std,val_projected_retrieval_branch_mae,val_projected_retrieval_branch_mse,val_raw_retrieval_aggregate_mae,val_raw_retrieval_aggregate_mse
1,0.38174561846931027,0.6664218655547353,0.9500034368149264,0.9500034368149264,0.7111173423159843,0.5507255070391115,0.6771997298013759,1.0,0.8986919522285461,0.0,0.0,0.7279435992240906,0.5311180949211121,0.5241540670394897,0.2071538269519806,0.4997899532318115,0.5135447978973389,0.5434479713439941,0.5782074332237244,0.037257615476846695,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
2,0.34807024570006245,0.652542635097538,0.9144091993659503,0.9144091993659503,0.7111173423159843,0.5476011515621692,0.6731620887716561,1.0,0.39605027437210083,0.0,0.0,0.6581681966781616,0.4916749596595764,0.4945870637893677,0.17232270538806915,0.45386379957199097,0.4771004915237427,0.5097362995147705,0.5279430747032166,0.035531021654605865,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
3,0.34327309412776297,0.6402660032984762,0.8823113095692062,0.8823113095692062,0.7111173423159843,0.5417983504108886,0.6636997274020661,0.9997435212135315,0.14490894973278046,0.0,0.0,0.66737300157547,0.4640028476715088,0.47202715277671814,0.07597552984952927,0.40008142590522766,0.4441942572593689,0.488209068775177,0.5110828876495361,0.05100756138563156,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
4,0.34043058916082924,0.6356674578838637,0.8713291141144422,0.8713291141144422,0.7111173423159843,0.5429046859962977,0.6678795750511909,0.9998461008071899,0.21231085062026978,0.0,0.0,0.6884945034980774,0.476313978433609,0.47067198157310486,0.08896127343177795,0.43686532974243164,0.45506128668785095,0.4940236508846283,0.5277641415596008,0.045560937374830246,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
5,0.33925634943089394,0.6334015504064606,0.8669128450907488,0.8669128450907488,0.7111173423159843,0.5439475444093509,0.6649011860772709,0.9995896220207214,0.009130545891821384,0.0,0.0,0.5570342540740967,0.4311089813709259,0.4417988657951355,0.06894105672836304,0.37658634781837463,0.4128150939941406,0.45827311277389526,0.4725882112979889,0.0435347817838192,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
6,0.3376621624208846,0.6374176409567198,0.879827832820997,0.879827832820997,0.7111173423159843,0.5385737580153191,0.6582062409394336,0.9990766644477844,0.06596563011407852,0.0,0.0,0.6267991065979004,0.4388836622238159,0.4418320953845978,0.04785174876451492,0.38902467489242554,0.4203147292137146,0.45944592356681824,0.4860374331474304,0.0462142750620842,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
7,0.33849255386388527,0.6283974007254861,0.854702228410148,0.854702228410148,0.7111173423159843,0.5355420138781485,0.6544648653137854,0.9992818832397461,0.12546807527542114,0.0,0.0,0.675434947013855,0.44863998889923096,0.44630756974220276,0.052907053381204605,0.3998343050479889,0.4246554970741272,0.47730475664138794,0.5068523287773132,0.049025923013687134,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
8,0.3367889922182515,0.6201735939155677,0.8324282952003972,0.8324282952003972,0.7111173423159843,0.5402871266179404,0.6631012949096022,0.9992305636405945,0.01579892262816429,0.0,0.0,0.5811998844146729,0.41764190793037415,0.4246821105480194,0.050153929740190506,0.3603174388408661,0.3990862965583801,0.44307729601860046,0.46468156576156616,0.045584481209516525,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
9,0.33597716452940457,0.6167476758902283,0.8269326187274676,0.8269326187274676,0.7111173423159843,0.540866338304753,0.6662103545658606,0.9981533885002136,0.03339317813515663,0.0,0.0,0.6193562150001526,0.4187608063220978,0.42275869846343994,0.03250692039728165,0.3644867241382599,0.3978345990180969,0.44535064697265625,0.47136348485946655,0.04943668469786644,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
10,0.3360705291887499,0.6222094536235294,0.8383222392433534,0.8383222392433534,0.7111173423159843,0.5386190322135018,0.6591369959435076,0.997589111328125,0.024775583297014236,0.0,0.0,0.5907168984413147,0.4085228443145752,0.415677011013031,0.02450365386903286,0.3456900119781494,0.3870461583137512,0.43549174070358276,0.46221303939819336,0.05195881426334381,0.5701015428874272,0.7111173423159843,0.570101540001211,0.7111173393074708
