epoch,train_loss,val_base_mae,val_base_mse,val_counterfactual_lambda0_mse,val_counterfactual_lambda1_mse,val_final_mae,val_final_mse,val_gate_gt_0.10,val_gate_gt_0.50,val_gate_gt_0.98,val_gate_lt_0.02,val_gate_max,val_gate_mean,val_gate_median,val_gate_min,val_gate_p10,val_gate_p25,val_gate_p75,val_gate_p90,val_gate_std,val_projected_retrieval_branch_mae,val_projected_retrieval_branch_mse,val_raw_retrieval_aggregate_mae,val_raw_retrieval_aggregate_mse
1,0.669520969371503,0.43615187634734764,0.6331728226211839,0.6331728226211839,0.7648417085194588,0.4369397732790136,0.6315222397920569,0.3706982135772705,0.006780299358069897,0.0,0.4162978231906891,0.8903129696846008,0.12063238024711609,0.04355430603027344,0.0,2.9702405868192727e-07,0.001388518256135285,0.2052507996559143,0.39524775743484497,0.1518055945634842,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
2,0.65935486622343,0.4344107923276972,0.6338585171172189,0.6338585171172189,0.7648417085194588,0.434141314568779,0.6307744975030926,0.5116510391235352,0.0021659289486706257,0.0,0.31774282455444336,0.6838512420654297,0.13485470414161682,0.10581326484680176,0.0,6.365354465742712e-08,0.0012571823317557573,0.2378871887922287,0.332952618598938,0.13085044920444489,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
3,0.6813451039608205,0.4469326809932755,0.6398794861844278,0.6398794861844278,0.7648417085194588,0.44713929600195795,0.6373345371562946,0.29526740312576294,0.005535151809453964,0.0,0.4999319911003113,0.7603053450584412,0.09624090790748596,0.020007245242595673,0.0,1.2225160617163056e-06,0.0006811266066506505,0.13722969591617584,0.3573925197124481,0.1373416930437088,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
4,0.6358089480374264,0.4292838191069263,0.6216909766682696,0.6216909766682696,0.7648417085194588,0.42923583506107005,0.6215611252903237,0.10671646893024445,0.0,0.0,0.8676376938819885,0.45394402742385864,0.028855551034212112,6.43080803452295e-13,0.0,6.775926483835903e-37,3.405886447908183e-24,6.687537825200707e-05,0.11301273107528687,0.08476968109607697,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
5,0.6935563209846562,0.4343663264609339,0.6236586134261439,0.6236586134261439,0.7648417085194588,0.4342816525898176,0.623500577672802,0.10808718204498291,0.0,0.0,0.8650427460670471,0.45061051845550537,0.029914896935224533,5.325219974185169e-13,0.0,7.266537443362085e-38,7.768300368592927e-25,8.615472324891016e-05,0.11525849252939224,0.08732844889163971,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
6,0.64267528786018,0.42922435992176844,0.6205699589552168,0.6205699589552168,0.7648417085194588,0.4290844481694964,0.6203541966808925,0.11927258223295212,4.185370198683813e-05,0.0,0.8447018265724182,0.5370582938194275,0.03496573120355606,3.479707841314017e-11,0.0,5.354931798775424e-35,6.985616382310454e-23,0.0004471166175790131,0.10986224561929703,0.09739778935909271,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
7,0.6206002847866461,0.4368918463982457,0.6306540863121942,0.6306540863121942,0.7648417085194588,0.4365230866755257,0.630270458557425,0.19262118637561798,0.005430517718195915,0.0,0.7105607390403748,0.8833315968513489,0.05979510769248009,3.7693091144319624e-05,0.0,5.113521501995085e-32,3.999800574233253e-19,0.03907857835292816,0.25676608085632324,0.12354584783315659,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
8,0.6624812838026333,0.43134092291787285,0.6269309285966426,0.6269309285966426,0.7648417085194588,0.43131193278154023,0.6263537357088869,0.16524887084960938,0.007031421642750502,0.0,0.7630661725997925,0.9623017907142639,0.05627492070198059,4.027137379125634e-07,0.0,3.416365789769109e-21,1.0095988308604989e-13,0.014363855123519897,0.26363450288772583,0.1260746419429779,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
9,0.6890280249155385,0.4312483029859491,0.6258112477064935,0.6258112477064935,0.7648417085194588,0.43098945515183446,0.6251086548811079,0.15749546885490417,0.004530663136392832,0.0,0.7672306299209595,0.900341808795929,0.04833804443478584,8.886128853191622e-06,0.0,2.1740963815611394e-19,7.216703797052748e-12,0.014417914673686028,0.22221232950687408,0.1079733669757843,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
10,0.6782203853022751,0.42933069697710197,0.6226368517908152,0.6226368517908152,0.7648417085194588,0.4296158868472131,0.6223182402695233,0.15031756460666656,0.0035889549180865288,0.0,0.8007031679153442,0.9368168115615845,0.04876048117876053,1.2141147642807937e-08,0.0,7.852052449001271e-24,6.7116247997635325e-15,0.0017036678036674857,0.27015867829322815,0.11565838009119034,0.46498982400119343,0.7648417085194588,0.4649898235470517,0.7648417045457188
